# LMFDB BJT fixture generated by `clgrp build-bjt-fixture`
# seed=20260217
# scan_limit=40000
# generated_unix=1771317392
# r	m	k	line	delta	discriminant	class_number	invariant_factors_csv
7	8	3	12350	2	-805428287	24147	24147
7	8	3	12520	1	-805429967	27202	27202
7	8	3	12546	1	-805430239	16020	5340,3
7	8	3	12567	1	-805430431	11766	11766
7	8	3	12569	1	-805430455	12108	12108
7	8	3	12670	1	-805431463	8268	8268
7	8	3	12684	2	-805431599	26176	26176
7	8	3	12714	2	-805431887	22038	22038
7	8	3	12721	1	-805431943	9462	9462
7	8	3	12756	1	-805432303	8992	2248,2,2
7	8	3	12758	1	-805432327	10356	5178,2
7	8	3	12759	1	-805432335	13152	3288,2,2
7	8	3	12775	1	-805432495	17488	4372,2,2
7	8	3	12777	1	-805432511	30736	7684,2,2
7	8	3	12791	1	-805432655	37896	9474,2,2
7	8	3	12798	1	-805432719	24928	3116,2,2,2
7	8	3	12810	1	-805432839	23962	23962
7	8	3	12885	1	-805433567	22108	22108
7	8	3	12935	1	-805434071	36328	18164,2
7	8	3	12990	1	-805434631	13332	6666,2
7	8	3	12995	1	-805434671	35920	17960,2
7	8	3	13007	1	-805434791	37792	4724,4,2
7	8	3	13020	2	-805434911	26680	13340,2
7	8	3	13033	1	-805435039	19914	19914
7	8	3	13060	1	-805435311	17784	8892,2
7	8	3	13062	1	-805435327	8096	4048,2
7	8	3	13078	2	-805435487	37317	37317
7	8	3	13135	1	-805436039	24760	12380,2
7	8	3	13157	2	-805436263	7789	7789
7	8	3	13158	2	-805436279	32304	16152,2
7	8	3	13255	1	-805437199	16558	16558
7	8	3	13271	1	-805437367	9340	9340
7	8	3	13313	3	-805437791	23428	23428
7	8	3	13318	2	-805437839	37136	9284,4
7	8	3	13332	2	-805437983	28142	28142
7	8	3	13333	1	-805437991	12368	12368
7	8	3	13381	1	-805438463	16619	16619
7	8	3	13387	1	-805438519	13576	3394,2,2
7	8	3	13397	1	-805438607	24002	24002
7	8	3	13482	1	-805439463	15408	3852,2,2
7	8	3	13581	1	-805440463	8928	2976,3
7	8	3	13621	1	-805440847	10305	3435,3
7	8	3	13638	1	-805441007	28412	28412
7	8	3	13669	1	-805441303	10460	5230,2
7	8	3	13736	1	-805441991	41078	41078
7	8	3	13761	1	-805442215	12304	3076,2,2
7	8	3	13797	1	-805442559	23876	11938,2
7	8	3	13824	1	-805442855	30120	7530,2,2
7	8	3	13866	1	-805443271	26544	13272,2
7	8	3	13979	3	-805444383	17808	2226,2,2,2
7	8	3	13984	1	-805444431	18960	4740,2,2
7	8	3	14000	2	-805444583	22045	22045
7	8	3	14107	2	-805445639	39032	9758,2,2
7	8	3	14214	1	-805446687	14884	7442,2
7	8	3	14222	1	-805446759	37040	9260,2,2
7	8	3	14243	1	-805446959	27136	13568,2
7	8	3	14296	1	-805447487	25248	3156,2,2,2
7	8	3	14307	1	-805447599	29944	7486,2,2
7	8	3	14321	2	-805447727	28212	14106,2
7	8	3	14452	1	-805449047	19524	9762,2
7	8	3	14548	1	-805449967	10328	5164,2
7	8	3	14557	1	-805450055	24296	6074,2,2
7	8	3	14573	1	-805450215	14528	908,2,2,2,2
7	8	3	14604	1	-805450511	50988	50988
7	8	3	14630	2	-805450783	7523	7523
7	8	3	14647	1	-805450935	18040	4510,2,2
7	8	3	14676	1	-805451215	13992	3498,2,2
7	8	3	14688	1	-805451335	18080	1130,2,2,2,2
7	8	3	14844	1	-805452895	12264	3066,2,2
7	8	3	14928	1	-805453711	22472	11236,2
7	8	3	14959	1	-805454023	14136	7068,2
7	8	3	15011	1	-805454535	16288	2036,2,2,2
7	8	3	15018	1	-805454607	19192	9596,2
7	8	3	15029	2	-805454711	47465	47465
7	8	3	15051	2	-805454927	22920	11460,2
7	8	3	15112	1	-805455527	20673	20673
7	8	3	15268	1	-805457055	17856	2232,2,2,2
7	8	3	15273	1	-805457111	39787	39787
7	8	3	15294	1	-805457327	22860	22860
7	8	3	15307	1	-805457455	16816	4204,2,2
7	8	3	15353	1	-805457903	26448	13224,2
7	8	3	15403	2	-805458383	19168	2396,4,2
7	8	3	15436	1	-805458695	35972	17986,2
7	8	3	15455	2	-805458903	13298	13298
7	8	3	15503	3	-805459391	32448	4056,2,2,2
7	8	3	15547	1	-805459799	26400	6600,2,2
7	8	3	15550	1	-805459831	15084	7542,2
7	8	3	15552	1	-805459847	26796	13398,2
7	8	3	15591	1	-805460231	29293	29293
7	8	3	15646	2	-805460783	23523	23523
7	8	3	15772	2	-805462039	14149	14149
7	8	3	15790	1	-805462215	28968	7242,2,2
7	8	3	15817	1	-805462471	15612	7806,2
7	8	3	15849	1	-805462799	22790	22790
7	8	3	15880	1	-805463095	14896	3724,4
7	8	3	15959	1	-805463879	44792	22396,2
7	8	3	16030	1	-805464591	28540	14270,2
7	8	3	16055	1	-805464839	28402	28402
7	8	3	16153	1	-805465807	12460	6230,2
7	8	3	16159	3	-805465879	13064	6532,2
7	8	3	16181	2	-805466111	29033	29033
7	8	3	16216	1	-805466463	16824	4206,2,2
7	8	3	16236	1	-805466647	14768	3692,2,2
7	8	3	16306	1	-805467327	12096	756,2,2,2,2
7	8	3	16318	3	-805467455	24372	12186,2
7	8	3	16326	2	-805467527	19646	19646
7	8	3	16351	1	-805467767	20696	10348,2
7	8	3	16402	1	-805468287	16000	2000,2,2,2
7	8	3	16435	2	-805468623	15122	15122
7	8	3	16475	1	-805469023	10570	10570
7	8	3	16507	1	-805469311	21984	5496,4
7	8	3	16533	1	-805469567	22152	11076,2
7	8	3	16576	1	-805469999	42776	21388,2
7	8	3	16595	3	-805470191	28163	28163
7	8	3	16618	2	-805470407	18088	9044,2
7	8	3	16645	1	-805470663	16428	16428
7	8	3	16653	1	-805470735	22736	5684,2,2
7	8	3	16703	1	-805471231	20859	20859
7	8	3	16711	1	-805471303	12864	6432,2
7	8	3	16749	1	-805471679	32848	32848
7	8	3	16832	1	-805472511	25824	3228,2,2,2
7	8	3	16865	2	-805472855	32544	8136,4
7	8	3	16882	1	-805473023	32580	32580
7	8	3	16914	2	-805473327	17408	4352,2,2
7	8	3	16996	1	-805474127	29568	7392,2,2
7	8	3	17014	1	-805474303	10435	10435
7	8	3	17019	1	-805474343	16001	16001
7	8	3	17078	2	-805474943	19760	2470,2,2,2
7	8	3	17083	1	-805474991	43966	43966
7	8	3	17092	1	-805475071	14012	14012
7	8	3	17167	1	-805475823	17682	17682
7	8	3	17181	2	-805475951	29954	29954
7	8	3	17209	2	-805476239	35248	8812,4
7	8	3	17222	1	-805476359	30529	30529
7	8	3	17244	2	-805476583	7344	3672,2
7	8	3	17322	1	-805477343	23154	23154
7	8	3	17340	3	-805477535	17452	8726,2
7	8	3	17453	1	-805478639	25032	25032
7	8	3	17489	1	-805478991	17112	8556,2
7	8	3	17603	1	-805480111	16110	16110
7	8	3	17621	1	-805480295	20096	5024,4
7	8	3	17635	1	-805480439	27070	27070
7	8	3	17637	1	-805480455	24080	3010,2,2,2
7	8	3	17652	1	-805480599	22256	2782,2,2,2
7	8	3	17691	1	-805480967	18824	18824
7	8	3	17723	1	-805481287	10226	10226
7	8	3	17761	1	-805481663	27392	6848,4
7	8	3	17807	1	-805482119	33784	16892,2
7	8	3	17851	3	-805482583	11040	5520,2
7	8	3	17867	2	-805482735	15936	996,4,2,2
7	8	3	17868	1	-805482743	19056	4764,4
7	8	3	17874	1	-805482807	20992	5248,2,2
7	8	3	17921	1	-805483263	13920	6960,2
7	8	3	17995	1	-805483999	18652	9326,2
7	8	3	18053	1	-805484559	25760	12880,2
7	8	3	18061	1	-805484639	21783	21783
7	8	3	18065	1	-805484679	29328	7332,2,2
7	8	3	18068	1	-805484711	33380	33380
7	8	3	18092	2	-805484951	37621	37621
7	8	3	18140	1	-805485415	12096	252,6,2,2,2
7	8	3	18164	1	-805485647	19518	19518
7	8	3	18187	2	-805485871	11469	11469
7	8	3	18212	1	-805486119	18480	4620,2,2
7	8	3	18318	1	-805487167	11072	5536,2
7	8	3	18421	4	-805488191	34020	17010,2
7	8	3	18488	1	-805488855	16696	4174,2,2
7	8	3	18514	1	-805489111	14632	14632
7	8	3	18580	1	-805489751	52464	26232,2
7	8	3	18610	1	-805490047	14168	7084,2
7	8	3	18672	1	-805490663	28848	28848
7	8	3	18739	1	-805491319	18778	18778
7	8	3	18763	1	-805491543	26456	13228,2
7	8	3	18768	1	-805491599	54208	27104,2
7	8	3	18788	1	-805491815	22772	11386,2
7	8	3	18816	1	-805492087	9741	9741
7	8	3	18823	1	-805492159	24610	24610
7	8	3	18894	1	-805492831	21428	10714,2
7	8	3	18911	2	-805493015	33408	16704,2
7	8	3	18968	1	-805493559	30912	3864,4,2
7	8	3	18996	1	-805493839	19396	19396
7	8	3	19000	1	-805493887	9776	2444,2,2
7	8	3	19013	1	-805494007	12722	12722
7	8	3	19018	1	-805494055	9952	2488,2,2
7	8	3	19078	1	-805494647	28240	28240
7	8	3	19082	1	-805494687	14762	14762
7	8	3	19097	1	-805494831	18536	9268,2
7	8	3	19181	1	-805495647	19552	9776,2
7	8	3	19194	2	-805495783	9540	9540
7	8	3	19282	1	-805496647	8568	8568
7	8	3	19307	2	-805496903	22354	22354
7	8	3	19316	1	-805496991	28380	14190,2
7	8	3	19397	1	-805497799	15852	15852
7	8	3	19405	1	-805497879	22800	22800
7	8	3	19422	1	-805498039	19650	19650
7	8	3	19484	1	-805498647	14156	7078,2
7	8	3	19565	1	-805499439	35422	35422
7	8	3	19657	1	-805500319	15688	3922,2,2
7	8	3	19672	1	-805500479	30976	15488,2
7	8	3	19686	1	-805500623	18293	18293
7	8	3	19823	1	-805501967	22632	22632
7	8	3	19878	3	-805502519	54280	54280
7	8	3	19891	1	-805502639	31480	15740,2
7	8	3	19919	1	-805502927	21592	10796,2
7	8	3	19923	1	-805502967	16608	4152,2,2
7	8	3	19931	1	-805503047	27592	13796,2
7	8	3	19972	1	-805503439	17632	8816,2
7	8	3	19979	2	-805503511	18463	18463
7	8	3	20029	1	-805504015	14438	14438
7	8	3	20039	1	-805504111	20145	20145
7	8	3	20050	1	-805504215	28192	3524,2,2,2
7	8	3	20119	2	-805504895	38524	19262,2
7	8	3	20155	1	-805505263	18847	18847
7	8	3	20273	2	-805506439	21676	10838,2
7	8	3	20294	1	-805506663	20048	10024,2
7	8	3	20319	1	-805506895	13704	13704
7	8	3	20348	1	-805507167	20460	20460
7	8	3	20513	1	-805508799	24550	24550
7	8	3	20536	1	-805509023	19904	19904
7	8	3	20555	2	-805509215	27888	3486,2,2,2
7	8	3	20560	2	-805509271	17680	8840,2
7	8	3	20659	1	-805510279	13776	3444,4
7	8	3	20690	1	-805510591	16376	8188,2
7	8	3	20737	1	-805511047	14764	7382,2
7	8	3	20787	1	-805511543	16144	2018,2,2,2
7	8	3	20857	1	-805512255	11584	2896,2,2
7	8	3	20886	2	-805512527	21940	21940
7	8	3	20921	1	-805512855	18240	2280,2,2,2
7	8	3	20929	1	-805512935	26534	26534
7	8	3	20982	1	-805513471	13396	6698,2
7	8	3	20992	1	-805513559	27573	27573
7	8	3	21027	1	-805513903	18477	18477
7	8	3	21067	1	-805514287	11400	11400
7	8	3	21095	2	-805514583	15220	7610,2
7	8	3	21164	1	-805515247	11137	11137
7	8	3	21176	2	-805515383	22128	11064,2
7	8	3	21311	1	-805516679	30464	7616,2,2
7	8	3	21336	2	-805516935	20080	10040,2
7	8	3	21414	1	-805517695	14392	14392
7	8	3	21422	2	-805517783	20600	5150,2,2
7	8	3	21464	2	-805518183	13488	6744,2
7	8	3	21533	1	-805518879	21088	5272,2,2
7	8	3	21578	1	-805519319	39120	39120
7	8	3	21612	1	-805519631	24800	6200,4
7	8	3	21637	2	-805519871	34152	34152
7	8	3	21642	1	-805519911	22040	5510,2,2
7	8	3	21666	2	-805520183	28232	14116,2
7	8	3	21670	1	-805520215	14520	7260,2
7	8	3	21706	1	-805520559	20704	5176,2,2
7	8	3	21720	1	-805520703	10464	1308,4,2
7	8	3	21802	2	-805521527	28077	28077
7	8	3	21850	1	-805521999	26320	6580,2,2
7	8	3	21878	1	-805522271	27740	13870,2
7	8	3	21972	1	-805523215	16960	4240,2,2
7	8	3	22003	1	-805523519	33348	33348
7	8	3	22035	1	-805523839	20428	10214,2
7	8	3	22047	1	-805523951	25493	25493
7	8	3	22269	1	-805526151	22932	11466,2
7	8	3	22288	2	-805526351	27344	3418,2,2,2
7	8	3	22339	1	-805526831	36080	36080
7	8	3	22384	2	-805527287	21504	1344,4,2,2
7	8	3	22391	1	-805527343	13596	6798,2
7	8	3	22464	1	-805528063	9992	4996,2
7	8	3	22508	2	-805528511	32816	32816
7	8	3	22526	1	-805528679	27648	3456,8
7	8	3	22541	2	-805528831	20326	20326
7	8	3	22627	1	-805529687	22365	22365
7	8	3	22637	3	-805529807	24340	12170,2
7	8	3	22645	2	-805529879	36576	1524,6,2,2
7	8	3	22687	1	-805530271	16592	4148,2,2
7	8	3	22691	2	-805530311	43392	21696,2
7	8	3	23159	1	-805534927	9740	4870,2
7	8	3	23220	1	-805535543	21007	21007
7	8	3	23246	1	-805535807	34743	34743
7	8	3	23258	2	-805535927	21688	5422,2,2
7	8	3	23269	1	-805536031	14630	14630
7	8	3	23277	1	-805536111	26488	13244,2
7	8	3	23334	1	-805536671	27480	27480
7	8	3	23514	1	-805538431	20248	20248
7	8	3	23522	3	-805538519	32128	32128
7	8	3	23523	1	-805538527	15740	15740
7	8	3	23533	1	-805538623	10648	10648
7	8	3	23536	1	-805538647	8721	8721
7	8	3	23582	1	-805539103	14616	7308,2
7	8	3	23675	1	-805540039	20130	20130
7	8	3	23720	1	-805540503	15164	7582,2
7	8	3	23725	1	-805540551	25894	25894
7	8	3	23758	1	-805540871	30306	30306
7	8	3	23774	1	-805541023	12272	3068,2,2
7	8	3	23853	1	-805541799	31476	31476
7	8	3	23899	1	-805542247	16524	16524
7	8	3	23930	1	-805542559	19074	19074
7	8	3	23964	1	-805542895	13508	6754,2
7	8	3	24008	1	-805543319	39632	19816,2
7	8	3	24049	1	-805543735	19948	9974,2
7	8	3	24121	1	-805544455	13552	3388,2,2
7	8	3	24171	2	-805544927	24224	6056,4
7	8	3	24261	1	-805545815	31898	31898
7	8	3	24274	1	-805545943	12290	12290
7	8	3	24407	1	-805547287	16920	16920
7	8	3	24472	1	-805547919	16064	2008,2,2,2
7	8	3	24531	1	-805548503	17564	17564
7	8	3	24536	1	-805548551	33501	33501
7	8	3	24551	1	-805548703	8625	8625
7	8	3	24596	1	-805549135	23444	11722,2
7	8	3	24613	1	-805549303	16000	2000,8
7	8	3	24618	1	-805549359	29596	29596
7	8	3	24668	1	-805549871	42184	21092,2
7	8	3	24677	1	-805549951	21864	10932,2
7	8	3	24684	1	-805550023	11844	5922,2
7	8	3	24690	1	-805550079	28800	7200,2,2
7	8	3	24743	1	-805550599	19044	9522,2
7	8	3	24756	1	-805550719	14640	3660,2,2
7	8	3	24771	1	-805550863	14544	2424,6
7	8	3	24820	1	-805551343	11075	11075
7	8	3	24835	1	-805551487	13014	13014
7	8	3	24865	1	-805551791	33256	16628,2
7	8	3	24901	1	-805552135	16040	8020,2
7	8	3	24915	1	-805552279	15010	15010
7	8	3	24967	1	-805552799	39762	39762
7	8	3	25068	1	-805553791	20688	5172,2,2
7	8	3	25141	2	-805554503	26832	6708,2,2
7	8	3	25234	1	-805555423	13656	6828,2
7	8	3	25239	1	-805555471	19240	9620,2
7	8	3	25259	1	-805555671	18328	9164,2
7	8	3	25289	1	-805555967	32972	32972
7	8	3	25308	2	-805556183	25439	25439
7	8	3	25378	1	-805556855	26432	3304,4,2
7	8	3	25384	1	-805556919	25696	25696
7	8	3	25396	1	-805557039	17000	8500,2
7	8	3	25462	1	-805557679	18268	9134,2
7	8	3	25466	1	-805557711	22560	5640,2,2
7	8	3	25468	1	-805557727	10080	5040,2
7	8	3	25496	1	-805558039	19064	4766,2,2
7	8	3	25540	2	-805558463	31524	15762,2
7	8	3	25596	1	-805558999	12336	3084,4
7	8	3	25646	1	-805559479	13732	13732
7	8	3	25910	1	-805562111	34738	34738
7	8	3	25974	1	-805562735	44040	22020,2
7	8	3	25985	1	-805562839	12849	12849
7	8	3	25990	1	-805562887	15628	15628
7	8	3	26079	3	-805563791	29235	29235
7	8	3	26106	1	-805564055	32352	8088,4
7	8	3	26165	1	-805564615	10476	5238,2
7	8	3	26201	1	-805564991	43288	10822,2,2
7	8	3	26259	1	-805565559	18048	9024,2
7	8	3	26305	2	-805566023	22200	5550,2,2
7	8	3	26346	1	-805566415	14702	14702
7	8	3	26431	1	-805567231	19312	19312
7	8	3	26443	1	-805567343	20020	10010,2
7	8	3	26446	3	-805567391	40116	20058,2
7	8	3	26479	1	-805567719	22384	2798,2,2,2
7	8	3	26487	1	-805567807	8370	8370
7	8	3	26526	1	-805568167	16015	16015
7	8	3	26547	1	-805568367	18448	4612,2,2
7	8	3	26548	2	-805568383	11439	11439
7	8	3	26599	1	-805568871	22960	5740,2,2
7	8	3	26628	1	-805569159	28156	28156
7	8	3	26657	1	-805569447	13256	6628,2
7	8	3	26685	1	-805569735	18128	2266,2,2,2
7	8	3	26697	1	-805569863	25680	6420,2,2
7	8	3	26716	1	-805570039	20310	20310
7	8	3	26758	1	-805570463	29790	29790
7	8	3	26862	1	-805571503	12400	3100,2,2
7	8	3	26938	1	-805572247	11332	11332
7	8	3	26964	2	-805572503	24671	24671
7	8	3	27017	1	-805573039	18940	9470,2
7	8	3	27065	1	-805573535	27528	6882,2,2
7	8	3	27067	1	-805573551	34464	4308,2,2,2
7	8	3	27095	1	-805573823	26458	26458
7	8	3	27100	2	-805573871	25470	25470
7	8	3	27175	1	-805574623	13128	6564,2
7	8	3	27184	1	-805574703	20336	10168,2
7	8	3	27185	1	-805574711	31448	7862,2,2
7	8	3	27188	1	-805574743	10424	10424
7	8	3	27200	1	-805574863	7816	3908,2
7	8	3	27222	1	-805575071	26196	13098,2
7	8	3	27229	1	-805575135	19716	9858,2
7	8	3	27298	1	-805575831	15232	1904,4,2
7	8	3	27331	1	-805576143	13304	3326,2,2
7	8	3	27423	1	-805577055	20852	10426,2
7	8	3	27424	1	-805577063	16748	16748
7	8	3	27473	1	-805577527	12582	12582
7	8	3	27594	1	-805578735	17216	2152,2,2,2
7	8	3	27636	1	-805579135	12240	6120,2
7	8	3	27705	1	-805579807	11692	5846,2
7	8	3	27744	2	-805580183	13468	6734,2
7	8	3	27752	1	-805580255	34820	34820
7	8	3	27819	1	-805580895	17392	4348,2,2
7	8	3	27841	1	-805581111	24324	12162,2
7	8	3	27884	1	-805581559	26604	13302,2
7	8	3	27900	2	-805581719	41912	41912
7	8	3	27907	3	-805581791	34256	8564,2,2
7	8	3	27944	1	-805582167	16208	2026,2,2,2
7	8	3	28042	1	-805583127	19636	9818,2
7	8	3	28097	1	-805583679	31968	3996,2,2,2
7	8	3	28140	1	-805584111	27718	27718
7	8	3	28194	1	-805584631	16368	4092,2,2
7	8	3	28235	2	-805585047	11200	2800,2,2
7	8	3	28271	1	-805585399	16532	16532
7	8	3	28272	1	-805585407	16520	4130,2,2
7	8	3	28315	3	-805585831	15368	7684,2
7	8	3	28322	2	-805585895	28632	28632
7	8	3	28407	1	-805586735	24256	12128,2
7	8	3	28573	1	-805588391	39686	39686
7	8	3	28589	1	-805588535	27912	6978,2,2
7	8	3	28616	1	-805588807	10880	10880
7	8	3	28741	2	-805590071	41664	10416,2,2
7	8	3	28829	1	-805590943	12501	12501
7	8	3	28855	1	-805591191	22016	11008,2
7	8	3	28898	1	-805591607	15896	7948,2
7	8	3	28911	3	-805591751	48264	48264
7	8	3	28982	1	-805592431	20640	5160,2,2
7	8	3	29005	2	-805592663	18084	9042,2
7	8	3	29036	1	-805592967	11236	5618,2
7	8	3	29146	1	-805594039	20292	20292
7	8	3	29199	2	-805594583	31644	31644
7	8	3	29221	1	-805594799	28212	14106,2
7	8	3	29256	1	-805595143	10834	10834
7	8	3	29269	1	-805595271	30656	7664,2,2
7	8	3	29277	1	-805595351	27696	6924,4
7	8	3	29319	2	-805595783	27272	13636,2
7	8	3	29410	2	-805596695	21192	21192
7	8	3	29421	2	-805596807	14184	14184
7	8	3	29443	1	-805597007	32032	16016,2
7	8	3	29448	2	-805597055	30064	7516,2,2
7	8	3	29470	2	-805597271	47085	47085
7	8	3	29489	1	-805597447	13163	13163
7	8	3	29516	1	-805597719	32020	16010,2
7	8	3	29525	1	-805597807	10388	5194,2
7	8	3	29615	1	-805598679	17632	8816,2
7	8	3	29617	1	-805598695	16096	4024,2,2
7	8	3	29623	1	-805598751	24240	24240
7	8	3	29624	2	-805598767	12288	12288
7	8	3	29631	1	-805598831	22093	22093
7	8	3	29693	1	-805599439	12954	12954
7	8	3	29699	3	-805599503	17286	17286
7	8	3	29734	1	-805599839	28474	28474
7	8	3	29741	1	-805599911	34110	34110
7	8	3	29796	1	-805600471	16272	4068,4
7	8	3	29832	1	-805600815	21808	2726,2,2,2
7	8	3	29842	1	-805600903	10916	10916
7	8	3	29849	1	-805600967	29936	14968,2
7	8	3	29871	1	-805601191	21871	21871
7	8	3	29876	1	-805601247	17400	4350,2,2
7	8	3	29900	1	-805601487	14976	2496,6
7	8	3	29989	1	-805602367	11823	11823
7	8	3	30109	2	-805603583	18539	18539
7	8	3	30162	1	-805604095	15520	3880,2,2
7	8	3	30263	1	-805605087	18008	9004,2
7	8	3	30375	1	-805606167	11364	5682,2
7	8	3	30397	1	-805606391	31585	31585
7	8	3	30482	1	-805607255	28812	28812
7	8	3	30521	1	-805607647	11892	5946,2
7	8	3	30548	1	-805607903	22046	22046
7	8	3	30565	1	-805608079	21422	21422
7	8	3	30568	1	-805608103	15088	3772,2,2
7	8	3	30639	1	-805608807	19352	4838,2,2
7	8	3	30683	1	-805609247	23632	11816,2
7	8	3	30692	1	-805609335	19208	4802,2,2
7	8	3	30736	1	-805609767	15128	7564,2
7	8	3	30846	1	-805610855	26368	6592,2,2
7	8	3	30883	1	-805611223	15277	15277
7	8	3	30930	1	-805611711	15312	3828,4
7	8	3	30956	2	-805611959	46778	46778
7	8	3	31013	2	-805612535	30576	3822,2,2,2
7	8	3	31016	1	-805612559	32168	8042,2,2
7	8	3	31033	1	-805612719	22152	11076,2
7	8	3	31065	1	-805613055	15648	1956,2,2,2
7	8	3	31109	1	-805613479	19988	9994,2
7	8	3	31112	1	-805613503	10005	10005
7	8	3	31167	1	-805614063	13980	6990,2
7	8	3	31291	1	-805615279	22912	1432,8,2
7	8	3	31339	1	-805615743	9864	4932,2
7	8	3	31345	1	-805615807	18454	18454
7	8	3	31379	1	-805616167	11230	11230
7	8	3	31387	1	-805616247	13808	1726,2,2,2
7	8	3	31393	1	-805616303	18072	18072
7	8	3	31547	1	-805617815	23076	3846,6
7	8	3	31570	1	-805618047	16384	4096,4
7	8	3	31586	1	-805618199	28647	28647
7	8	3	31595	1	-805618279	11760	2940,4
7	8	3	31653	2	-805618855	14496	3624,2,2
7	8	3	31815	2	-805620455	45048	22524,2
7	8	3	31829	2	-805620583	13435	13435
7	8	3	31840	1	-805620687	14126	14126
7	8	3	31881	1	-805621087	11514	11514
7	8	3	31884	1	-805621127	29687	29687
7	8	3	31897	1	-805621255	17364	17364
7	8	3	32068	1	-805622927	22120	11060,2
7	8	3	32095	1	-805623207	14698	14698
7	8	3	32106	1	-805623303	11992	11992
7	8	3	32158	1	-805623815	36816	18408,2
7	8	3	32164	1	-805623879	18112	2264,4,2
7	8	3	32170	1	-805623935	32142	32142
7	8	3	32191	2	-805624127	24240	6060,2,2
7	8	3	32222	1	-805624447	14144	14144
7	8	3	32227	1	-805624495	11440	1430,2,2,2
7	8	3	32243	1	-805624679	45108	22554,2
7	8	3	32276	1	-805624999	17796	8898,2
7	8	3	32288	1	-805625111	28668	28668
7	8	3	32298	1	-805625215	17304	8652,2
7	8	3	32349	1	-805625719	20008	20008
7	8	3	32393	2	-805626143	29494	29494
7	8	3	32474	1	-805626951	26896	13448,2
7	8	3	32528	1	-805627487	19112	9556,2
7	8	3	32570	1	-805627919	45758	45758
7	8	3	32584	1	-805628055	13032	3258,2,2
7	8	3	32632	1	-805628543	20522	20522
7	8	3	32711	2	-805629311	23720	23720
7	8	3	32821	1	-805630423	11456	11456
7	8	3	32824	1	-805630447	14022	14022
7	8	3	32832	1	-805630543	10869	10869
7	8	3	32848	1	-805630695	18564	9282,2
7	8	3	32853	1	-805630735	15384	3846,2,2
7	8	3	32898	2	-805631183	17912	8956,2
7	8	3	32935	2	-805631543	27976	13988,2
7	8	3	33016	1	-805632351	27158	27158
7	8	3	33097	1	-805633111	22614	22614
7	8	3	33104	2	-805633183	14688	14688
7	8	3	33120	1	-805633351	20192	5048,4
7	8	3	33138	1	-805633527	24608	6152,2,2
7	8	3	33171	1	-805633855	17660	8830,2
7	8	3	33211	1	-805634239	11360	11360
7	8	3	33341	1	-805635519	28248	7062,2,2
7	8	3	33358	1	-805635687	20064	20064
7	8	3	33393	1	-805636023	17088	8544,2
7	8	3	33394	2	-805636039	25712	12856,2
7	8	3	33422	1	-805636319	35179	35179
7	8	3	33471	1	-805636807	15504	15504
7	8	3	33503	1	-805637119	17156	8578,2
7	8	3	33516	1	-805637255	34944	8736,2,2
7	8	3	33529	3	-805637383	10945	10945
7	8	3	33536	1	-805637455	17680	2210,2,2,2
7	8	3	33685	1	-805638911	38360	9590,2,2
7	8	3	33713	1	-805639215	30052	15026,2
7	8	3	33867	1	-805640719	13916	6958,2
7	8	3	33892	1	-805640959	13504	13504
7	8	3	33902	1	-805641063	20752	5188,2,2
7	8	3	33939	1	-805641439	12804	6402,2
7	8	3	33946	1	-805641511	23362	23362
7	8	3	33957	1	-805641631	10740	10740
7	8	3	34013	1	-805642167	10544	2636,2,2
7	8	3	34058	1	-805642607	21872	10936,2
7	8	3	34093	1	-805642943	26168	6542,2,2
7	8	3	34116	2	-805643183	20358	20358
7	8	3	34154	1	-805643551	18120	18120
7	8	3	34167	1	-805643679	16124	16124
7	8	3	34225	1	-805644255	20064	1254,2,2,2,2
7	8	3	34302	1	-805645031	30156	30156
7	8	3	34365	1	-805645639	13000	6500,2
7	8	3	34448	1	-805646471	34632	8658,2,2
7	8	3	34464	1	-805646631	23240	11620,2
7	8	3	34549	1	-805647463	14856	7428,2
7	8	3	34599	1	-805647967	10086	10086
7	8	3	34601	1	-805647991	11392	5696,2
7	8	3	34629	1	-805648263	14352	3588,2,2
7	8	3	34638	1	-805648343	20180	20180
7	8	3	34649	1	-805648447	8700	8700
7	8	3	34750	1	-805649447	18105	18105
7	8	3	34779	1	-805649743	11240	11240
7	8	3	34784	1	-805649799	20064	5016,2,2
7	8	3	34790	1	-805649855	36176	9044,2,2
7	8	3	34809	2	-805650047	25724	25724
7	8	3	34907	1	-805651007	20840	10420,2
7	8	3	34922	1	-805651143	14940	7470,2
7	8	3	34938	1	-805651311	24872	6218,2,2
7	8	3	34944	1	-805651367	27256	27256
7	8	3	35002	1	-805651935	19552	2444,2,2,2
7	8	3	35066	1	-805652551	15656	7828,2
7	8	3	35273	1	-805654607	19567	19567
7	8	3	35280	1	-805654679	22976	5744,4
7	8	3	35301	1	-805654887	11720	5860,2
7	8	3	35336	2	-805655231	51690	51690
7	8	3	35338	1	-805655247	17024	1064,4,2,2
7	8	3	35374	1	-805655623	11208	5604,2
7	8	3	35427	1	-805656135	11780	5890,2
7	8	3	35447	1	-805656327	13152	3288,2,2
7	8	3	35464	1	-805656495	18288	2286,2,2,2
7	8	3	35505	1	-805656903	17892	2982,6
7	8	3	35539	1	-805657223	24600	12300,2
7	8	3	35546	1	-805657287	15604	15604
7	8	3	35548	1	-805657303	16864	16864
7	8	3	35549	2	-805657319	44282	44282
